Interaction_ID,Customer_ID,Date_Time,Query_Type,Response_Type,Outcome
INT024623,CUST005288,2025-09-05 03:11:47,energy_saving_tips,automated,resolved
INT024624,CUST005288,2025-10-30 18:18:30,energy_saving_tips,automated,resolved
INT024625,CUST005289,2025-12-05 04:19:46,account_balance,automated,resolved
INT024626,CUST005289,2025-07-12 05:07:09,usage_question,automated,resolved
INT024627,CUST005289,2025-12-23 06:15:07,account_balance,automated,resolved
INT024628,CUST005290,2025-09-08 13:03:21,energy_saving_tips,human,resolved
INT024629,CUST005290,2025-11-07 08:51:06,energy_saving_tips,automated,resolved
INT024630,CUST005291,2025-09-08 22:22:40,billing_explanation,human,resolved
INT024631,CUST005291,2025-10-14 19:24:24,usage_question,automated,resolved
INT024632,CUST005291,2025-11-22 03:27:05,billing_explanation,automated,resolved
INT024633,CUST005291,2025-12-07 06:19:40,energy_saving_tips,automated,resolved
INT024634,CUST005292,2025-12-05 01:20:47,energy_saving_tips,automated,resolved
INT024635,CUST005292,2025-11-19 01:36:02,usage_question,automated,resolved
INT024636,CUST005292,2025-10-09 20:31:26,account_balance,human,resolved
INT024637,CUST005292,2025-12-07 14:28:39,technical_support,automated,resolved
INT024638,CUST005292,2025-09-26 07:10:35,billing_explanation,automated,resolved
INT024639,CUST005293,2025-12-10 06:28:11,energy_saving_tips,automated,resolved
INT024640,CUST005293,2025-09-22 22:06:18,account_balance,automated,resolved
INT024641,CUST005293,2025-08-01 09:44:40,usage_question,human,resolved
INT024642,CUST005294,2025-08-17 23:44:21,account_balance,automated,resolved
INT024643,CUST005294,2025-08-28 15:58:35,billing_explanation,automated,resolved
INT024644,CUST005296,2025-10-16 21:14:04,energy_saving_tips,automated,resolved
INT024645,CUST005296,2025-09-30 09:19:20,account_balance,human,resolved
INT024646,CUST005297,2025-07-09 04:53:27,energy_saving_tips,human,resolved
INT024647,CUST005297,2025-08-27 14:55:37,energy_saving_tips,human,resolved
INT024648,CUST005297,2025-08-16 11:00:03,energy_saving_tips,automated,resolved
INT024649,CUST005297,2025-09-23 03:37:09,energy_saving_tips,automated,resolved
INT024650,CUST005297,2025-10-06 13:58:29,payment_issue,human,resolved
INT024651,CUST005299,2025-12-28 17:36:33,energy_saving_tips,automated,resolved
INT024652,CUST005299,2025-07-23 07:53:58,technical_support,automated,resolved
INT024653,CUST005299,2025-07-22 04:05:32,usage_question,automated,resolved
INT024654,CUST005299,2025-07-18 03:14:44,billing_explanation,automated,resolved
INT024655,CUST005299,2025-10-14 05:47:34,energy_saving_tips,human,resolved
INT024656,CUST005300,2025-07-20 12:20:53,energy_saving_tips,automated,resolved
INT024657,CUST005300,2025-12-17 18:19:41,usage_question,automated,resolved
INT024658,CUST005300,2025-11-19 23:58:28,billing_explanation,automated,resolved
INT024659,CUST005301,2025-07-29 21:16:16,energy_saving_tips,automated,escalated
INT024660,CUST005301,2025-10-21 18:43:26,energy_saving_tips,automated,resolved
INT024661,CUST005301,2025-09-14 21:28:25,energy_saving_tips,automated,resolved
INT024662,CUST005302,2025-09-19 00:26:57,energy_saving_tips,automated,resolved
INT024663,CUST005302,2025-09-17 02:28:45,energy_saving_tips,automated,resolved
INT024664,CUST005302,2025-07-11 04:02:01,energy_saving_tips,automated,resolved
INT024665,CUST005302,2025-08-02 19:44:18,energy_saving_tips,automated,unresolved
INT024666,CUST005302,2025-08-25 05:47:07,energy_saving_tips,automated,resolved
INT024667,CUST005303,2025-11-06 16:11:25,billing_explanation,automated,resolved
INT024668,CUST005303,2025-11-24 17:59:07,energy_saving_tips,automated,resolved
INT024669,CUST005304,2025-12-16 03:45:03,billing_explanation,automated,resolved
INT024670,CUST005304,2025-09-02 04:40:43,energy_saving_tips,human,resolved
INT024671,CUST005304,2025-12-12 00:03:58,energy_saving_tips,automated,resolved
INT024672,CUST005304,2025-11-15 07:44:25,energy_saving_tips,automated,resolved
INT024673,CUST005305,2025-07-29 07:45:27,energy_saving_tips,automated,escalated
INT024674,CUST005305,2025-12-11 09:23:23,billing_explanation,human,resolved
INT024675,CUST005306,2025-10-10 23:26:58,energy_saving_tips,human,resolved
INT024676,CUST005306,2025-07-14 05:13:27,billing_explanation,automated,resolved
INT024677,CUST005306,2025-10-15 01:36:13,billing_explanation,automated,resolved
INT024678,CUST005306,2025-12-18 04:46:53,energy_saving_tips,automated,resolved
INT024679,CUST005307,2025-08-01 04:25:37,energy_saving_tips,automated,resolved
INT024680,CUST005307,2025-12-01 15:26:18,billing_explanation,automated,resolved
INT024681,CUST005307,2025-12-11 08:21:23,account_balance,automated,resolved
INT024682,CUST005307,2025-09-02 03:23:45,energy_saving_tips,automated,resolved
INT024683,CUST005308,2025-12-26 18:18:25,energy_saving_tips,automated,resolved
INT024684,CUST005308,2025-12-28 16:47:58,energy_saving_tips,automated,resolved
INT024685,CUST005309,2025-11-26 09:29:42,energy_saving_tips,human,resolved
INT024686,CUST005309,2025-07-29 20:18:23,energy_saving_tips,automated,resolved
INT024687,CUST005309,2025-10-07 03:58:16,usage_question,automated,resolved
INT024688,CUST005309,2025-11-15 21:00:21,billing_explanation,automated,resolved
INT024689,CUST005309,2025-10-22 19:15:38,account_balance,automated,resolved
INT024690,CUST005310,2025-12-25 07:13:32,energy_saving_tips,automated,resolved
INT024691,CUST005310,2025-11-15 05:21:52,energy_saving_tips,human,resolved
INT024692,CUST005310,2025-07-11 15:52:37,usage_question,automated,resolved
INT024693,CUST005311,2025-08-04 19:48:22,billing_explanation,automated,resolved
INT024694,CUST005311,2025-12-10 18:50:02,energy_saving_tips,automated,resolved
INT024695,CUST005311,2025-11-07 01:24:30,billing_explanation,automated,resolved
INT024696,CUST005312,2025-10-26 19:47:50,usage_question,automated,resolved
INT024697,CUST005312,2025-09-12 16:06:41,energy_saving_tips,automated,resolved
INT024698,CUST005313,2025-09-05 05:25:41,billing_explanation,automated,resolved
INT024699,CUST005313,2025-09-24 16:45:48,usage_question,automated,resolved
INT024700,CUST005314,2025-09-20 15:26:36,usage_question,automated,resolved
INT024701,CUST005314,2025-10-03 20:14:33,account_balance,automated,resolved
INT024702,CUST005314,2025-12-10 02:31:43,energy_saving_tips,automated,unresolved
INT024703,CUST005315,2025-10-08 13:24:14,account_balance,automated,resolved
INT024704,CUST005315,2025-08-25 17:54:39,billing_explanation,human,resolved
INT024705,CUST005315,2025-12-31 06:47:14,energy_saving_tips,automated,resolved
INT024706,CUST005316,2025-10-18 23:45:55,usage_question,automated,escalated
INT024707,CUST005316,2026-01-04 23:12:40,energy_saving_tips,automated,resolved
INT024708,CUST005317,2025-12-17 01:37:30,usage_question,automated,escalated
INT024709,CUST005317,2025-09-28 00:25:00,energy_saving_tips,automated,resolved
INT024710,CUST005318,2026-01-02 15:55:59,energy_saving_tips,automated,resolved
INT024711,CUST005318,2025-09-08 19:48:40,energy_saving_tips,automated,resolved
INT024712,CUST005318,2025-11-14 13:41:04,energy_saving_tips,automated,resolved
INT024713,CUST005319,2025-08-11 15:14:28,usage_question,human,resolved
INT024714,CUST005319,2025-08-26 22:34:39,energy_saving_tips,automated,resolved
INT024715,CUST005319,2025-07-23 23:58:55,billing_explanation,automated,resolved
INT024716,CUST005319,2025-07-14 01:14:44,usage_question,automated,resolved
INT024717,CUST005319,2025-08-23 23:29:11,billing_explanation,automated,resolved
INT024718,CUST005319,2025-08-13 12:32:08,payment_issue,automated,resolved
INT024719,CUST005320,2026-01-02 12:11:14,payment_issue,automated,resolved
INT024720,CUST005320,2025-08-25 03:59:58,energy_saving_tips,human,resolved
INT024721,CUST005320,2025-10-10 16:17:29,energy_saving_tips,automated,resolved
INT024722,CUST005320,2025-10-14 07:10:30,energy_saving_tips,automated,resolved
INT024723,CUST005321,2025-09-24 18:12:06,billing_explanation,automated,resolved
INT024724,CUST005321,2025-11-17 04:37:34,energy_saving_tips,automated,resolved
INT024725,CUST005321,2025-08-06 02:26:51,energy_saving_tips,automated,resolved
INT024726,CUST005321,2025-12-19 23:01:44,technical_support,automated,resolved
INT024727,CUST005321,2025-07-20 07:04:39,usage_question,automated,resolved
INT024728,CUST005321,2025-11-05 06:37:10,usage_question,automated,escalated
INT024729,CUST005322,2025-10-13 02:53:12,technical_support,automated,resolved
INT024730,CUST005322,2025-08-31 12:47:59,billing_explanation,automated,resolved
INT024731,CUST005322,2025-09-16 19:03:13,billing_explanation,automated,resolved
INT024732,CUST005322,2025-07-14 12:48:38,technical_support,automated,resolved
INT024733,CUST005324,2025-08-09 08:32:35,energy_saving_tips,automated,resolved
INT024734,CUST005324,2025-08-11 00:10:17,billing_explanation,automated,resolved
INT024735,CUST005324,2025-11-11 09:20:25,account_balance,automated,resolved
INT024736,CUST005324,2025-07-15 19:21:34,energy_saving_tips,automated,resolved
INT024737,CUST005325,2025-12-28 13:16:42,billing_explanation,automated,resolved
INT024738,CUST005325,2025-11-21 09:42:49,energy_saving_tips,human,resolved
INT024739,CUST005327,2025-10-23 13:39:58,billing_explanation,human,resolved
INT024740,CUST005327,2025-08-05 22:53:29,billing_explanation,automated,resolved
INT024741,CUST005327,2025-09-24 20:38:02,billing_explanation,automated,unresolved
INT024742,CUST005328,2025-08-29 20:32:08,billing_explanation,automated,resolved
INT024743,CUST005328,2025-12-01 11:22:43,billing_explanation,automated,resolved
INT024744,CUST005329,2025-09-06 21:08:34,billing_explanation,human,resolved
INT024745,CUST005330,2025-08-12 06:09:38,account_balance,human,resolved
INT024746,CUST005330,2025-07-21 19:31:13,energy_saving_tips,automated,resolved
INT024747,CUST005330,2025-10-11 03:15:03,energy_saving_tips,automated,resolved
INT024748,CUST005330,2025-07-09 01:59:17,energy_saving_tips,automated,escalated
INT024749,CUST005330,2025-09-08 03:45:00,technical_support,automated,resolved
INT024750,CUST005330,2025-08-30 15:46:14,billing_explanation,automated,resolved
INT024751,CUST005330,2025-08-03 07:21:44,payment_issue,automated,resolved
INT024752,CUST005330,2025-10-21 13:34:42,energy_saving_tips,automated,resolved
INT024753,CUST005331,2025-11-22 11:35:15,energy_saving_tips,automated,resolved
INT024754,CUST005331,2025-10-23 16:47:36,energy_saving_tips,automated,resolved
INT024755,CUST005331,2025-12-25 22:37:35,payment_issue,automated,unresolved
INT024756,CUST005331,2025-09-03 23:15:44,account_balance,automated,unresolved
INT024757,CUST005331,2025-10-30 00:43:10,billing_explanation,automated,resolved
INT024758,CUST005331,2025-10-14 02:41:48,billing_explanation,automated,resolved
INT024759,CUST005331,2025-09-02 15:19:37,billing_explanation,human,resolved
INT024760,CUST005333,2025-11-09 15:04:56,energy_saving_tips,automated,resolved
INT024761,CUST005333,2025-11-29 16:31:31,energy_saving_tips,automated,unresolved
INT024762,CUST005333,2025-08-27 01:36:09,payment_issue,human,resolved
INT024763,CUST005334,2025-07-29 11:26:27,billing_explanation,human,resolved
INT024764,CUST005334,2025-12-01 23:30:23,energy_saving_tips,human,resolved
INT024765,CUST005334,2025-11-16 05:52:34,billing_explanation,automated,resolved
INT024766,CUST005334,2025-11-22 04:39:50,energy_saving_tips,automated,resolved
INT024767,CUST005334,2025-08-13 22:39:51,usage_question,automated,resolved
INT024768,CUST005334,2025-11-23 00:38:22,billing_explanation,human,resolved
INT024769,CUST005335,2025-09-10 15:05:14,billing_explanation,automated,resolved
INT024770,CUST005335,2025-09-08 02:29:47,energy_saving_tips,human,resolved
INT024771,CUST005335,2025-09-07 10:51:54,billing_explanation,automated,resolved
INT024772,CUST005335,2025-11-30 12:07:02,energy_saving_tips,human,resolved
INT024773,CUST005336,2025-12-19 14:53:43,billing_explanation,human,resolved
INT024774,CUST005336,2025-11-07 17:25:11,energy_saving_tips,automated,resolved
INT024775,CUST005337,2025-08-15 21:24:40,usage_question,automated,resolved
INT024776,CUST005337,2025-12-23 12:51:58,billing_explanation,automated,resolved
INT024777,CUST005338,2025-08-30 16:22:53,billing_explanation,automated,resolved
INT024778,CUST005338,2025-12-14 05:34:47,billing_explanation,human,resolved
INT024779,CUST005339,2025-07-13 00:08:43,energy_saving_tips,automated,resolved
INT024780,CUST005339,2025-11-12 07:14:42,energy_saving_tips,automated,resolved
INT024781,CUST005339,2025-08-02 14:11:31,energy_saving_tips,automated,resolved
INT024782,CUST005339,2025-09-22 03:43:12,account_balance,automated,escalated
INT024783,CUST005340,2025-11-18 11:05:12,billing_explanation,automated,resolved
INT024784,CUST005340,2025-10-23 08:37:17,usage_question,human,resolved
INT024785,CUST005340,2025-11-20 08:08:16,energy_saving_tips,automated,resolved
INT024786,CUST005340,2025-11-26 16:10:13,billing_explanation,automated,resolved
INT024787,CUST005341,2025-08-28 06:50:55,energy_saving_tips,automated,resolved
INT024788,CUST005341,2025-07-28 14:36:24,energy_saving_tips,automated,resolved
INT024789,CUST005342,2025-09-06 06:29:38,energy_saving_tips,automated,resolved
INT024790,CUST005342,2025-10-02 20:52:04,account_balance,automated,resolved
INT024791,CUST005342,2025-09-08 02:51:38,billing_explanation,automated,resolved
INT024792,CUST005343,2025-11-24 07:18:04,usage_question,automated,resolved
INT024793,CUST005343,2025-11-03 09:11:16,energy_saving_tips,automated,resolved
INT024794,CUST005343,2025-12-23 05:18:38,billing_explanation,automated,resolved
INT024795,CUST005343,2025-11-26 04:37:23,billing_explanation,automated,resolved
INT024796,CUST005343,2025-12-19 00:29:11,technical_support,automated,resolved
INT024797,CUST005344,2025-12-20 06:30:53,account_balance,automated,resolved
INT024798,CUST005344,2025-09-20 11:23:59,usage_question,automated,resolved
INT024799,CUST005345,2025-09-10 14:35:20,energy_saving_tips,automated,resolved
INT024800,CUST005345,2025-12-11 02:58:12,billing_explanation,automated,escalated
INT024801,CUST005347,2025-07-10 17:48:42,billing_explanation,automated,resolved
INT024802,CUST005347,2025-08-06 21:23:50,energy_saving_tips,automated,resolved
INT024803,CUST005348,2025-11-17 00:03:30,account_balance,automated,resolved
INT024804,CUST005348,2025-12-18 05:12:56,energy_saving_tips,automated,resolved
INT024805,CUST005348,2025-07-31 07:19:17,account_balance,automated,resolved
INT024806,CUST005348,2025-07-16 19:08:39,billing_explanation,human,resolved
INT024807,CUST005348,2025-12-09 08:00:20,account_balance,automated,resolved
INT024808,CUST005349,2025-09-19 15:52:43,account_balance,automated,resolved
INT024809,CUST005350,2026-01-04 22:00:39,energy_saving_tips,automated,resolved
INT024810,CUST005350,2025-12-21 17:30:15,energy_saving_tips,automated,resolved
INT024811,CUST005350,2025-10-06 07:27:53,energy_saving_tips,automated,escalated
INT024812,CUST005351,2025-12-16 10:31:59,energy_saving_tips,automated,resolved
INT024813,CUST005351,2025-10-09 23:04:44,billing_explanation,automated,resolved
INT024814,CUST005351,2025-09-08 10:29:11,usage_question,automated,resolved
INT024815,CUST005351,2025-11-02 13:48:45,usage_question,automated,escalated
INT024816,CUST005352,2025-11-27 23:31:34,energy_saving_tips,automated,resolved
INT024817,CUST005353,2025-11-28 14:17:14,usage_question,automated,resolved
INT024818,CUST005353,2025-11-22 02:17:16,usage_question,automated,resolved
INT024819,CUST005353,2025-08-12 23:07:48,billing_explanation,automated,resolved
INT024820,CUST005353,2025-08-10 12:41:24,usage_question,automated,escalated
INT024821,CUST005354,2025-10-17 07:02:18,energy_saving_tips,automated,escalated
INT024822,CUST005355,2025-11-02 04:20:58,energy_saving_tips,automated,resolved
INT024823,CUST005355,2025-08-21 22:14:38,billing_explanation,automated,resolved
INT024824,CUST005355,2025-08-31 13:26:46,energy_saving_tips,automated,resolved
INT024825,CUST005355,2025-09-15 06:45:23,energy_saving_tips,automated,resolved
INT024826,CUST005355,2025-08-15 10:56:49,account_balance,automated,resolved
INT024827,CUST005356,2025-10-02 11:59:19,billing_explanation,human,resolved
INT024828,CUST005356,2025-10-08 13:43:23,billing_explanation,automated,unresolved
INT024829,CUST005356,2025-10-14 14:58:39,energy_saving_tips,automated,resolved
INT024830,CUST005356,2025-08-06 22:00:25,usage_question,automated,resolved
INT024831,CUST005356,2025-09-04 13:15:46,billing_explanation,automated,escalated
INT024832,CUST005357,2025-11-01 01:55:33,billing_explanation,automated,escalated
INT024833,CUST005357,2025-08-01 14:57:12,account_balance,automated,resolved
INT024834,CUST005357,2025-10-08 19:26:21,technical_support,automated,resolved
INT024835,CUST005357,2025-09-27 13:36:19,usage_question,human,resolved
INT024836,CUST005358,2025-09-09 02:04:10,energy_saving_tips,human,resolved
INT024837,CUST005358,2025-07-25 11:25:54,technical_support,automated,unresolved
INT024838,CUST005358,2025-12-21 22:10:45,energy_saving_tips,automated,resolved
INT024839,CUST005359,2025-09-27 21:55:27,energy_saving_tips,automated,resolved
INT024840,CUST005359,2025-10-07 02:27:14,usage_question,automated,resolved
INT024841,CUST005360,2025-08-19 23:27:32,energy_saving_tips,human,resolved
INT024842,CUST005360,2025-08-06 21:56:13,energy_saving_tips,automated,resolved
INT024843,CUST005360,2025-07-17 03:22:06,energy_saving_tips,automated,resolved
INT024844,CUST005361,2025-08-17 01:39:24,technical_support,automated,resolved
INT024845,CUST005361,2025-10-10 06:38:22,account_balance,automated,resolved
INT024846,CUST005362,2025-08-07 19:53:59,billing_explanation,human,resolved
INT024847,CUST005362,2025-09-03 15:48:03,account_balance,automated,resolved
INT024848,CUST005362,2025-12-21 06:21:09,energy_saving_tips,automated,escalated
INT024849,CUST005362,2025-09-20 10:04:42,account_balance,human,resolved
INT024850,CUST005362,2025-09-13 17:00:23,energy_saving_tips,human,resolved
INT024851,CUST005363,2025-12-26 01:39:17,energy_saving_tips,automated,escalated
INT024852,CUST005363,2025-07-18 05:57:28,energy_saving_tips,automated,resolved
INT024853,CUST005364,2025-09-27 20:04:23,billing_explanation,human,resolved
INT024854,CUST005364,2025-07-17 22:32:55,billing_explanation,human,resolved
INT024855,CUST005364,2025-09-25 05:54:46,account_balance,automated,resolved
INT024856,CUST005364,2025-12-27 02:07:29,account_balance,human,resolved
INT024857,CUST005364,2025-07-09 22:18:14,energy_saving_tips,automated,resolved
INT024858,CUST005365,2025-09-04 12:52:23,energy_saving_tips,automated,resolved
INT024859,CUST005366,2025-09-18 11:35:04,billing_explanation,automated,resolved
INT024860,CUST005366,2025-09-04 13:01:47,energy_saving_tips,automated,resolved
INT024861,CUST005366,2025-08-01 08:27:15,account_balance,automated,resolved
INT024862,CUST005367,2025-09-03 10:30:21,energy_saving_tips,automated,resolved
INT024863,CUST005367,2025-10-31 02:27:50,account_balance,automated,resolved
INT024864,CUST005368,2025-09-26 18:29:59,billing_explanation,automated,resolved
INT024865,CUST005368,2025-07-31 16:52:11,energy_saving_tips,automated,resolved
INT024866,CUST005370,2025-12-23 09:28:06,energy_saving_tips,automated,resolved
INT024867,CUST005370,2025-12-15 20:11:58,energy_saving_tips,automated,resolved
INT024868,CUST005370,2025-09-04 09:18:55,energy_saving_tips,automated,resolved
INT024869,CUST005370,2025-08-12 14:53:33,energy_saving_tips,automated,resolved
INT024870,CUST005370,2025-07-15 06:03:46,account_balance,human,escalated
INT024871,CUST005370,2025-08-20 13:25:18,billing_explanation,automated,resolved
INT024872,CUST005372,2025-07-28 19:08:45,account_balance,automated,resolved
INT024873,CUST005372,2025-11-28 17:51:31,account_balance,automated,resolved
INT024874,CUST005372,2025-11-21 15:07:50,billing_explanation,automated,resolved
INT024875,CUST005373,2025-12-11 02:40:55,energy_saving_tips,automated,resolved
INT024876,CUST005373,2025-10-07 05:00:26,energy_saving_tips,automated,resolved
INT024877,CUST005374,2025-12-05 14:44:38,account_balance,automated,resolved
INT024878,CUST005374,2025-10-29 19:08:43,billing_explanation,automated,resolved
INT024879,CUST005376,2025-12-11 03:52:16,energy_saving_tips,automated,resolved
INT024880,CUST005376,2025-12-01 04:56:38,billing_explanation,automated,resolved
INT024881,CUST005377,2025-10-31 14:28:16,payment_issue,automated,resolved
INT024882,CUST005377,2025-10-07 06:18:02,billing_explanation,automated,resolved
INT024883,CUST005378,2025-12-05 00:38:24,account_balance,human,resolved
INT024884,CUST005378,2025-10-07 01:58:22,technical_support,automated,resolved
INT024885,CUST005378,2025-07-17 03:56:34,account_balance,human,resolved
INT024886,CUST005378,2025-12-19 22:45:05,usage_question,automated,resolved
INT024887,CUST005379,2025-12-25 17:38:37,energy_saving_tips,automated,resolved
INT024888,CUST005379,2025-10-25 09:59:20,energy_saving_tips,automated,resolved
INT024889,CUST005379,2025-12-23 05:00:53,usage_question,automated,unresolved
INT024890,CUST005380,2025-09-12 13:03:42,billing_explanation,human,escalated
INT024891,CUST005380,2025-07-15 22:31:59,account_balance,automated,resolved
INT024892,CUST005381,2025-08-15 12:32:07,payment_issue,automated,escalated
INT024893,CUST005381,2025-07-22 20:20:46,energy_saving_tips,automated,resolved
INT024894,CUST005381,2025-08-21 07:56:14,energy_saving_tips,automated,resolved
INT024895,CUST005382,2025-11-13 19:35:46,billing_explanation,automated,resolved
INT024896,CUST005382,2025-11-03 06:13:05,billing_explanation,automated,resolved
INT024897,CUST005382,2025-09-20 14:12:02,usage_question,human,resolved
INT024898,CUST005383,2025-07-16 12:44:30,energy_saving_tips,automated,unresolved
INT024899,CUST005383,2025-12-19 22:43:36,energy_saving_tips,automated,resolved
INT024900,CUST005384,2025-10-04 12:00:15,billing_explanation,automated,resolved
INT024901,CUST005385,2025-08-14 04:49:56,account_balance,automated,resolved
INT024902,CUST005385,2025-08-26 03:51:23,energy_saving_tips,automated,resolved
INT024903,CUST005385,2025-10-20 04:40:24,energy_saving_tips,automated,resolved
INT024904,CUST005385,2025-11-27 06:19:54,usage_question,automated,resolved
INT024905,CUST005385,2025-12-22 22:59:34,billing_explanation,automated,resolved
INT024906,CUST005387,2025-10-08 08:33:23,billing_explanation,human,resolved
INT024907,CUST005387,2025-08-07 05:00:19,usage_question,automated,resolved
INT024908,CUST005387,2025-07-28 19:29:49,energy_saving_tips,automated,resolved
INT024909,CUST005387,2025-08-14 20:13:46,energy_saving_tips,human,resolved
INT024910,CUST005388,2025-10-15 00:23:28,billing_explanation,automated,resolved
INT024911,CUST005388,2025-10-30 07:59:30,billing_explanation,human,resolved
INT024912,CUST005388,2025-08-13 06:33:46,account_balance,automated,resolved
INT024913,CUST005390,2025-12-17 03:10:37,energy_saving_tips,automated,resolved
INT024914,CUST005390,2025-12-17 20:30:54,usage_question,automated,resolved
INT024915,CUST005391,2025-11-25 00:02:54,technical_support,automated,resolved
INT024916,CUST005392,2025-12-09 18:46:24,billing_explanation,automated,escalated
INT024917,CUST005392,2025-08-08 10:05:46,technical_support,human,resolved
INT024918,CUST005392,2025-11-03 22:28:16,billing_explanation,automated,resolved
INT024919,CUST005392,2025-10-31 07:31:45,billing_explanation,automated,escalated
INT024920,CUST005393,2025-08-10 05:17:09,energy_saving_tips,automated,resolved
INT024921,CUST005393,2025-12-27 04:34:31,technical_support,automated,resolved
INT024922,CUST005393,2025-09-07 12:04:44,energy_saving_tips,automated,resolved
INT024923,CUST005394,2025-11-17 20:34:12,billing_explanation,human,resolved
INT024924,CUST005394,2025-08-07 02:08:36,technical_support,human,resolved
INT024925,CUST005394,2025-12-10 18:04:05,usage_question,automated,resolved
INT024926,CUST005395,2025-11-29 08:36:43,energy_saving_tips,automated,resolved
INT024927,CUST005395,2025-10-24 02:39:05,payment_issue,automated,resolved
INT024928,CUST005395,2025-08-10 14:00:09,billing_explanation,automated,resolved
INT024929,CUST005395,2025-08-01 01:47:54,energy_saving_tips,automated,resolved
INT024930,CUST005396,2025-10-23 08:10:52,billing_explanation,human,resolved
INT024931,CUST005396,2025-10-01 11:37:12,usage_question,human,resolved
INT024932,CUST005396,2025-10-25 08:45:39,energy_saving_tips,human,resolved
INT024933,CUST005396,2025-11-12 09:37:36,energy_saving_tips,automated,resolved
INT024934,CUST005397,2025-09-19 01:50:16,usage_question,automated,resolved
INT024935,CUST005397,2025-07-09 17:44:00,billing_explanation,human,resolved
INT024936,CUST005397,2025-12-14 13:45:05,payment_issue,automated,resolved
INT024937,CUST005398,2025-11-26 19:36:30,usage_question,automated,escalated
INT024938,CUST005398,2025-10-08 13:40:23,billing_explanation,human,resolved
INT024939,CUST005398,2026-01-03 03:42:12,energy_saving_tips,human,resolved
INT024940,CUST005399,2025-08-22 14:52:19,technical_support,human,resolved
INT024941,CUST005399,2025-10-08 09:33:40,energy_saving_tips,automated,resolved
INT024942,CUST005399,2025-12-07 12:39:09,billing_explanation,automated,resolved
INT024943,CUST005399,2025-10-15 15:54:22,energy_saving_tips,automated,resolved
INT024944,CUST005399,2025-07-26 03:01:44,billing_explanation,human,resolved
INT024945,CUST005401,2025-10-21 07:54:44,energy_saving_tips,automated,resolved
INT024946,CUST005401,2025-11-02 05:06:34,billing_explanation,automated,resolved
INT024947,CUST005402,2025-08-18 23:19:07,billing_explanation,automated,resolved
INT024948,CUST005402,2025-09-09 13:27:05,billing_explanation,automated,resolved
INT024949,CUST005402,2025-07-15 23:04:39,usage_question,human,resolved
INT024950,CUST005402,2025-07-18 18:46:19,billing_explanation,automated,resolved
INT024951,CUST005403,2025-07-24 23:36:31,usage_question,automated,resolved
INT024952,CUST005403,2025-10-17 17:12:36,usage_question,automated,resolved
INT024953,CUST005403,2025-10-31 12:21:35,technical_support,automated,resolved
INT024954,CUST005403,2025-11-18 15:39:10,billing_explanation,automated,resolved
INT024955,CUST005403,2025-08-17 14:07:06,technical_support,automated,resolved
INT024956,CUST005404,2025-11-10 10:48:13,account_balance,human,resolved
INT024957,CUST005404,2025-07-20 04:52:47,energy_saving_tips,automated,resolved
INT024958,CUST005404,2025-10-31 20:12:14,energy_saving_tips,automated,resolved
INT024959,CUST005405,2025-07-30 14:09:01,billing_explanation,automated,unresolved
INT024960,CUST005405,2025-11-08 13:47:24,energy_saving_tips,human,resolved
INT024961,CUST005407,2026-01-04 11:36:27,energy_saving_tips,automated,resolved
INT024962,CUST005407,2025-09-28 18:20:05,payment_issue,human,resolved
INT024963,CUST005407,2025-12-06 08:36:29,energy_saving_tips,automated,resolved
INT024964,CUST005407,2025-09-10 17:58:49,billing_explanation,automated,resolved
INT024965,CUST005408,2025-12-05 05:11:51,energy_saving_tips,human,resolved
INT024966,CUST005408,2025-09-27 05:02:49,energy_saving_tips,automated,resolved
INT024967,CUST005408,2026-01-02 06:12:31,usage_question,automated,resolved
INT024968,CUST005408,2025-10-04 02:56:11,energy_saving_tips,human,resolved
INT024969,CUST005410,2025-10-24 20:27:34,billing_explanation,automated,resolved
INT024970,CUST005410,2025-12-24 23:25:34,energy_saving_tips,automated,resolved
INT024971,CUST005410,2025-12-24 04:25:53,usage_question,human,resolved
INT024972,CUST005410,2025-12-27 22:29:39,billing_explanation,automated,resolved
INT024973,CUST005410,2025-08-09 20:13:57,usage_question,automated,resolved
INT024974,CUST005410,2025-12-16 15:19:36,energy_saving_tips,automated,resolved
INT024975,CUST005410,2025-12-13 20:40:36,usage_question,automated,resolved
INT024976,CUST005413,2026-01-03 06:34:08,account_balance,automated,resolved
INT024977,CUST005414,2026-01-02 14:25:11,energy_saving_tips,automated,unresolved
INT024978,CUST005414,2025-07-16 22:36:42,usage_question,automated,resolved
INT024979,CUST005414,2025-07-09 20:44:36,energy_saving_tips,automated,resolved
INT024980,CUST005414,2025-07-29 03:40:47,energy_saving_tips,human,resolved
INT024981,CUST005415,2025-12-21 23:06:30,billing_explanation,automated,resolved
INT024982,CUST005415,2025-08-27 22:43:48,billing_explanation,automated,resolved
INT024983,CUST005415,2025-10-29 06:13:51,energy_saving_tips,human,resolved
INT024984,CUST005416,2025-09-23 11:00:35,energy_saving_tips,automated,resolved
INT024985,CUST005417,2025-07-14 13:15:37,payment_issue,automated,resolved
INT024986,CUST005417,2025-10-17 20:50:35,energy_saving_tips,automated,resolved
INT024987,CUST005417,2025-08-02 00:36:26,billing_explanation,automated,resolved
INT024988,CUST005417,2025-10-15 09:23:36,usage_question,automated,resolved
INT024989,CUST005418,2026-01-03 18:53:31,account_balance,automated,resolved
