Ticket_ID,Customer_ID,Issue_Type,Ticket_Status,Date_Opened,Date_Closed,Resolution_Method
TKT006235,CUST004804,billing_discrepancy,closed,2025-01-11,2025-01-22,human_agent
TKT006236,CUST004805,service_interruption,closed,2025-06-29,2025-06-30,system_auto_resolved
TKT006237,CUST004805,billing_discrepancy,closed,2026-01-03,2026-01-16,system_auto_resolved
TKT006238,CUST004805,usage_concern,closed,2025-04-20,2025-05-02,chatbot_automated
TKT006239,CUST004806,billing_discrepancy,closed,2025-09-30,2025-10-11,human_agent
TKT006240,CUST004807,billing_discrepancy,in_progress,2025-04-19,,
TKT006241,CUST004807,usage_concern,closed,2025-01-29,2025-01-31,system_auto_resolved
TKT006242,CUST004807,account_management,closed,2025-01-09,2025-01-14,system_auto_resolved
TKT006243,CUST004808,energy_saving_advice,closed,2025-03-22,2025-04-02,human_agent
TKT006244,CUST004809,billing_discrepancy,in_progress,2025-09-11,,
TKT006245,CUST004810,billing_discrepancy,closed,2025-10-28,2025-11-10,chatbot_automated
TKT006246,CUST004810,service_interruption,closed,2025-11-11,2025-11-20,system_auto_resolved
TKT006247,CUST004810,billing_discrepancy,open,2025-02-05,,
TKT006248,CUST004812,billing_discrepancy,closed,2025-09-10,2025-09-23,human_agent
TKT006249,CUST004813,energy_saving_advice,closed,2025-03-25,2025-04-02,human_agent
TKT006250,CUST004814,billing_discrepancy,closed,2025-12-02,2025-12-08,chatbot_automated
TKT006251,CUST004815,energy_saving_advice,closed,2025-08-31,2025-09-09,human_agent
TKT006252,CUST004816,energy_saving_advice,open,2025-08-14,,
TKT006253,CUST004816,billing_discrepancy,closed,2025-10-08,2025-10-14,human_agent
TKT006254,CUST004817,billing_discrepancy,closed,2025-07-12,2025-07-25,chatbot_automated
TKT006255,CUST004817,energy_saving_advice,closed,2025-12-22,2025-12-23,system_auto_resolved
TKT006256,CUST004819,account_management,closed,2025-05-02,2025-05-05,chatbot_automated
TKT006257,CUST004820,energy_saving_advice,closed,2025-11-15,2025-11-25,human_agent
TKT006258,CUST004820,energy_saving_advice,closed,2025-03-21,2025-03-22,chatbot_automated
TKT006259,CUST004821,billing_discrepancy,closed,2025-10-06,2025-10-18,human_agent
TKT006260,CUST004828,service_interruption,closed,2025-07-20,2025-07-21,human_agent
TKT006261,CUST004829,billing_discrepancy,closed,2025-05-12,2025-05-21,chatbot_automated
TKT006262,CUST004829,energy_saving_advice,closed,2025-04-17,2025-04-22,system_auto_resolved
TKT006263,CUST004829,service_interruption,open,2025-11-23,,
TKT006264,CUST004829,billing_discrepancy,closed,2025-08-01,2025-08-11,human_agent
TKT006265,CUST004834,technical_issue,closed,2025-12-02,2025-12-05,chatbot_automated
TKT006266,CUST004835,usage_concern,closed,2025-11-20,2025-11-22,human_agent
TKT006267,CUST004836,billing_discrepancy,open,2025-10-03,,
TKT006268,CUST004837,billing_discrepancy,closed,2026-01-03,2026-01-12,chatbot_automated
TKT006269,CUST004838,billing_discrepancy,closed,2025-02-16,2025-02-26,system_auto_resolved
TKT006270,CUST004842,billing_discrepancy,closed,2025-03-14,2025-03-21,human_agent
TKT006271,CUST004842,billing_discrepancy,closed,2025-07-03,2025-07-09,human_agent
TKT006272,CUST004844,usage_concern,closed,2025-10-04,2025-10-13,human_agent
TKT006273,CUST004844,energy_saving_advice,closed,2025-06-28,2025-06-30,system_auto_resolved
TKT006274,CUST004845,service_interruption,open,2025-06-06,,
TKT006275,CUST004847,energy_saving_advice,closed,2025-01-30,2025-02-03,chatbot_automated
TKT006276,CUST004847,usage_concern,closed,2025-09-24,2025-10-03,human_agent
TKT006277,CUST004849,billing_discrepancy,closed,2025-06-28,2025-07-04,human_agent
TKT006278,CUST004852,energy_saving_advice,closed,2025-07-28,2025-07-30,system_auto_resolved
TKT006279,CUST004854,energy_saving_advice,closed,2025-07-19,2025-07-26,chatbot_automated
TKT006280,CUST004854,energy_saving_advice,closed,2025-05-15,2025-05-18,human_agent
TKT006281,CUST004856,energy_saving_advice,closed,2025-03-29,2025-04-06,chatbot_automated
TKT006282,CUST004857,service_interruption,in_progress,2025-04-24,,
TKT006283,CUST004859,billing_discrepancy,closed,2025-12-08,2025-12-09,chatbot_automated
TKT006284,CUST004859,service_interruption,closed,2025-08-12,2025-08-25,human_agent
TKT006285,CUST004860,billing_discrepancy,closed,2025-09-12,2025-09-13,chatbot_automated
TKT006286,CUST004862,billing_discrepancy,in_progress,2025-12-13,,
TKT006287,CUST004863,billing_discrepancy,closed,2025-01-17,2025-01-20,system_auto_resolved
TKT006288,CUST004864,billing_discrepancy,closed,2025-03-23,2025-04-01,chatbot_automated
TKT006289,CUST004864,billing_discrepancy,open,2025-11-26,,
TKT006290,CUST004864,billing_discrepancy,open,2025-06-06,,
TKT006291,CUST004865,energy_saving_advice,closed,2025-08-25,2025-09-03,chatbot_automated
TKT006292,CUST004866,billing_discrepancy,closed,2025-01-22,2025-01-26,human_agent
TKT006293,CUST004866,energy_saving_advice,closed,2025-02-03,2025-02-07,human_agent
TKT006294,CUST004866,usage_concern,open,2025-02-11,,
TKT006295,CUST004868,usage_concern,closed,2025-05-16,2025-05-20,chatbot_automated
TKT006296,CUST004868,energy_saving_advice,closed,2025-09-15,2025-09-25,human_agent
TKT006297,CUST004868,billing_discrepancy,in_progress,2025-06-23,,
TKT006298,CUST004869,energy_saving_advice,closed,2025-05-09,2025-05-19,human_agent
TKT006299,CUST004871,technical_issue,closed,2025-02-04,2025-02-08,human_agent
TKT006300,CUST004871,billing_discrepancy,closed,2025-02-24,2025-02-26,human_agent
TKT006301,CUST004871,billing_discrepancy,closed,2025-11-27,2025-12-05,human_agent
TKT006302,CUST004872,usage_concern,closed,2025-12-21,2025-12-22,human_agent
TKT006303,CUST004873,billing_discrepancy,closed,2025-12-07,2025-12-19,chatbot_automated
TKT006304,CUST004874,usage_concern,closed,2025-03-03,2025-03-06,chatbot_automated
TKT006305,CUST004875,energy_saving_advice,closed,2025-08-27,2025-09-03,chatbot_automated
TKT006306,CUST004875,billing_discrepancy,closed,2025-10-28,2025-11-10,chatbot_automated
TKT006307,CUST004875,usage_concern,closed,2025-01-07,2025-01-19,chatbot_automated
TKT006308,CUST004876,billing_discrepancy,closed,2025-02-14,2025-02-24,human_agent
TKT006309,CUST004876,billing_discrepancy,closed,2025-12-28,2026-01-09,chatbot_automated
TKT006310,CUST004877,usage_concern,closed,2025-04-22,2025-05-02,human_agent
TKT006311,CUST004878,energy_saving_advice,open,2025-11-10,,
TKT006312,CUST004878,billing_discrepancy,closed,2025-01-18,2025-01-30,chatbot_automated
TKT006313,CUST004879,usage_concern,closed,2025-10-04,2025-10-12,human_agent
TKT006314,CUST004879,billing_discrepancy,closed,2025-06-17,2025-06-20,system_auto_resolved
TKT006315,CUST004880,billing_discrepancy,closed,2025-08-30,2025-09-07,chatbot_automated
TKT006316,CUST004883,service_interruption,closed,2025-03-30,2025-03-31,human_agent
TKT006317,CUST004883,usage_concern,closed,2025-04-19,2025-05-02,chatbot_automated
TKT006318,CUST004883,energy_saving_advice,closed,2025-12-08,2025-12-21,human_agent
TKT006319,CUST004884,energy_saving_advice,closed,2025-01-16,2025-01-17,human_agent
TKT006320,CUST004884,technical_issue,closed,2025-08-20,2025-08-28,chatbot_automated
TKT006321,CUST004884,energy_saving_advice,in_progress,2025-05-26,,
TKT006322,CUST004885,billing_discrepancy,closed,2025-02-20,2025-02-25,human_agent
TKT006323,CUST004886,billing_discrepancy,closed,2025-03-10,2025-03-23,system_auto_resolved
TKT006324,CUST004886,energy_saving_advice,closed,2025-04-27,2025-04-29,human_agent
TKT006325,CUST004889,energy_saving_advice,in_progress,2025-12-08,,
TKT006326,CUST004891,energy_saving_advice,closed,2025-06-26,2025-07-02,chatbot_automated
TKT006327,CUST004892,billing_discrepancy,closed,2025-08-14,2025-08-25,human_agent
TKT006328,CUST004892,billing_discrepancy,closed,2025-01-31,2025-02-10,chatbot_automated
TKT006329,CUST004896,billing_discrepancy,closed,2025-07-06,2025-07-15,system_auto_resolved
TKT006330,CUST004896,billing_discrepancy,in_progress,2025-06-06,,
TKT006331,CUST004896,usage_concern,closed,2025-10-09,2025-10-15,chatbot_automated
TKT006332,CUST004898,energy_saving_advice,closed,2025-02-18,2025-02-26,human_agent
TKT006333,CUST004899,energy_saving_advice,open,2025-12-02,,
TKT006334,CUST004901,energy_saving_advice,in_progress,2025-05-31,,
TKT006335,CUST004901,usage_concern,in_progress,2025-06-07,,
TKT006336,CUST004902,billing_discrepancy,closed,2025-09-03,2025-09-15,chatbot_automated
TKT006337,CUST004902,usage_concern,closed,2025-04-20,2025-04-28,human_agent
TKT006338,CUST004903,usage_concern,closed,2025-04-22,2025-05-03,chatbot_automated
TKT006339,CUST004904,energy_saving_advice,open,2025-11-23,,
TKT006340,CUST004907,billing_discrepancy,closed,2025-06-27,2025-07-07,human_agent
TKT006341,CUST004907,billing_discrepancy,in_progress,2025-05-28,,
TKT006342,CUST004909,usage_concern,closed,2026-01-04,2026-01-07,chatbot_automated
TKT006343,CUST004909,energy_saving_advice,closed,2025-02-06,2025-02-15,chatbot_automated
TKT006344,CUST004914,energy_saving_advice,open,2025-04-08,,
TKT006345,CUST004914,service_interruption,closed,2025-04-17,2025-04-30,human_agent
TKT006346,CUST004914,energy_saving_advice,in_progress,2025-12-06,,
TKT006347,CUST004914,energy_saving_advice,open,2025-08-05,,
TKT006348,CUST004915,billing_discrepancy,open,2025-10-23,,
TKT006349,CUST004917,service_interruption,closed,2025-05-19,2025-05-24,human_agent
TKT006350,CUST004919,usage_concern,closed,2025-07-16,2025-07-18,human_agent
TKT006351,CUST004919,billing_discrepancy,closed,2025-04-25,2025-04-30,chatbot_automated
TKT006352,CUST004926,billing_discrepancy,in_progress,2025-01-11,,
TKT006353,CUST004927,usage_concern,closed,2025-06-06,2025-06-07,system_auto_resolved
TKT006354,CUST004929,billing_discrepancy,closed,2025-07-08,2025-07-10,human_agent
TKT006355,CUST004930,energy_saving_advice,closed,2025-09-07,2025-09-11,system_auto_resolved
TKT006356,CUST004930,service_interruption,closed,2025-04-12,2025-04-24,chatbot_automated
TKT006357,CUST004931,billing_discrepancy,closed,2025-06-18,2025-06-26,chatbot_automated
TKT006358,CUST004933,technical_issue,closed,2025-05-18,2025-05-19,human_agent
TKT006359,CUST004937,billing_discrepancy,closed,2025-02-05,2025-02-16,human_agent
TKT006360,CUST004940,billing_discrepancy,closed,2025-03-20,2025-04-02,human_agent
TKT006361,CUST004940,billing_discrepancy,open,2025-08-27,,
TKT006362,CUST004941,energy_saving_advice,closed,2025-11-11,2025-11-17,system_auto_resolved
TKT006363,CUST004944,energy_saving_advice,closed,2025-11-05,2025-11-15,chatbot_automated
TKT006364,CUST004944,billing_discrepancy,in_progress,2025-02-08,,
TKT006365,CUST004945,energy_saving_advice,closed,2025-06-07,2025-06-15,chatbot_automated
TKT006366,CUST004946,usage_concern,closed,2025-03-25,2025-03-27,system_auto_resolved
TKT006367,CUST004946,billing_discrepancy,closed,2025-07-31,2025-08-13,chatbot_automated
TKT006368,CUST004947,billing_discrepancy,closed,2025-08-01,2025-08-08,human_agent
TKT006369,CUST004949,technical_issue,closed,2025-05-22,2025-05-24,human_agent
TKT006370,CUST004953,usage_concern,closed,2025-12-08,2025-12-09,chatbot_automated
TKT006371,CUST004953,billing_discrepancy,closed,2025-06-04,2025-06-14,chatbot_automated
TKT006372,CUST004953,energy_saving_advice,closed,2025-06-30,2025-07-09,human_agent
TKT006373,CUST004954,usage_concern,closed,2025-12-10,2025-12-17,chatbot_automated
TKT006374,CUST004956,energy_saving_advice,closed,2025-06-11,2025-06-24,chatbot_automated
TKT006375,CUST004956,technical_issue,closed,2025-04-01,2025-04-04,chatbot_automated
TKT006376,CUST004959,energy_saving_advice,closed,2025-02-26,2025-03-11,chatbot_automated
TKT006377,CUST004962,billing_discrepancy,open,2025-04-27,,
TKT006378,CUST004962,billing_discrepancy,open,2025-06-10,,
TKT006379,CUST004964,usage_concern,in_progress,2025-01-07,,
TKT006380,CUST004964,billing_discrepancy,open,2025-11-14,,
TKT006381,CUST004965,service_interruption,open,2025-10-22,,
TKT006382,CUST004965,billing_discrepancy,closed,2025-12-27,2025-12-29,human_agent
TKT006383,CUST004965,billing_discrepancy,closed,2025-05-07,2025-05-15,human_agent
TKT006384,CUST004966,technical_issue,closed,2025-01-13,2025-01-20,human_agent
TKT006385,CUST004966,billing_discrepancy,open,2025-11-08,,
TKT006386,CUST004967,usage_concern,closed,2025-01-12,2025-01-13,chatbot_automated
TKT006387,CUST004968,service_interruption,closed,2025-10-08,2025-10-21,human_agent
TKT006388,CUST004971,energy_saving_advice,closed,2025-07-02,2025-07-14,system_auto_resolved
TKT006389,CUST004972,usage_concern,closed,2025-02-27,2025-02-28,human_agent
TKT006390,CUST004973,billing_discrepancy,closed,2025-09-15,2025-09-17,human_agent
TKT006391,CUST004974,service_interruption,closed,2025-10-16,2025-10-22,human_agent
TKT006392,CUST004975,account_management,closed,2025-06-29,2025-07-03,chatbot_automated
TKT006393,CUST004975,service_interruption,open,2025-10-04,,
TKT006394,CUST004977,service_interruption,closed,2025-02-04,2025-02-15,chatbot_automated
TKT006395,CUST004980,energy_saving_advice,closed,2025-12-20,2025-12-22,human_agent
TKT006396,CUST004983,energy_saving_advice,closed,2025-03-10,2025-03-18,chatbot_automated
TKT006397,CUST004984,technical_issue,closed,2025-05-04,2025-05-15,human_agent
TKT006398,CUST004984,service_interruption,in_progress,2025-04-18,,
TKT006399,CUST004984,billing_discrepancy,closed,2025-06-18,2025-07-01,human_agent
TKT006400,CUST004986,service_interruption,closed,2025-05-12,2025-05-19,human_agent
TKT006401,CUST004986,service_interruption,closed,2025-01-25,2025-01-26,chatbot_automated
TKT006402,CUST004986,billing_discrepancy,closed,2025-08-10,2025-08-18,human_agent
TKT006403,CUST004989,billing_discrepancy,closed,2025-01-20,2025-01-28,human_agent
TKT006404,CUST004990,energy_saving_advice,closed,2025-03-02,2025-03-07,human_agent
TKT006405,CUST004990,usage_concern,closed,2025-11-29,2025-12-02,system_auto_resolved
TKT006406,CUST004991,usage_concern,closed,2025-04-29,2025-05-04,chatbot_automated
TKT006407,CUST004992,billing_discrepancy,closed,2025-12-06,2025-12-17,human_agent
TKT006408,CUST004993,usage_concern,closed,2025-12-11,2025-12-12,chatbot_automated
TKT006409,CUST004994,usage_concern,closed,2025-10-08,2025-10-19,human_agent
TKT006410,CUST004994,energy_saving_advice,closed,2025-10-11,2025-10-17,human_agent
TKT006411,CUST004996,account_management,closed,2025-07-10,2025-07-12,human_agent
TKT006412,CUST004998,billing_discrepancy,closed,2025-02-25,2025-03-06,human_agent
TKT006413,CUST004998,account_management,closed,2025-09-03,2025-09-07,human_agent
TKT006414,CUST004998,usage_concern,closed,2025-09-14,2025-09-16,human_agent
TKT006415,CUST004999,energy_saving_advice,closed,2025-12-03,2025-12-16,system_auto_resolved
TKT006416,CUST005000,energy_saving_advice,open,2025-09-21,,
TKT006417,CUST005000,usage_concern,open,2025-11-20,,
TKT006418,CUST005001,billing_discrepancy,closed,2025-05-14,2025-05-27,human_agent
TKT006419,CUST005002,service_interruption,closed,2025-09-18,2025-09-29,human_agent
TKT006420,CUST005002,billing_discrepancy,closed,2025-03-03,2025-03-11,human_agent
TKT006421,CUST005003,energy_saving_advice,closed,2025-06-06,2025-06-12,chatbot_automated
TKT006422,CUST005004,energy_saving_advice,closed,2025-04-27,2025-04-29,chatbot_automated
TKT006423,CUST005004,billing_discrepancy,open,2025-10-10,,
TKT006424,CUST005005,energy_saving_advice,closed,2025-03-28,2025-04-02,human_agent
TKT006425,CUST005009,billing_discrepancy,closed,2025-03-28,2025-03-31,system_auto_resolved
TKT006426,CUST005013,energy_saving_advice,closed,2025-08-10,2025-08-15,human_agent
TKT006427,CUST005014,billing_discrepancy,closed,2025-02-11,2025-02-14,human_agent
TKT006428,CUST005015,billing_discrepancy,in_progress,2025-01-18,,
TKT006429,CUST005015,service_interruption,closed,2025-04-27,2025-05-03,chatbot_automated
TKT006430,CUST005017,billing_discrepancy,closed,2025-05-28,2025-06-08,chatbot_automated
TKT006431,CUST005018,energy_saving_advice,closed,2025-06-01,2025-06-03,chatbot_automated
TKT006432,CUST005018,billing_discrepancy,closed,2025-10-28,2025-11-07,human_agent
TKT006433,CUST005018,usage_concern,closed,2025-06-22,2025-07-04,human_agent
TKT006434,CUST005021,billing_discrepancy,in_progress,2025-08-22,,
TKT006435,CUST005021,usage_concern,closed,2025-01-12,2025-01-25,human_agent
TKT006436,CUST005021,service_interruption,closed,2025-04-25,2025-05-08,system_auto_resolved
TKT006437,CUST005022,service_interruption,closed,2025-12-02,2025-12-09,human_agent
TKT006438,CUST005023,service_interruption,open,2025-04-02,,
TKT006439,CUST005023,billing_discrepancy,in_progress,2025-10-13,,
TKT006440,CUST005023,energy_saving_advice,closed,2025-01-07,2025-01-17,system_auto_resolved
TKT006441,CUST005025,billing_discrepancy,closed,2025-10-19,2025-10-25,human_agent
TKT006442,CUST005026,billing_discrepancy,closed,2025-06-02,2025-06-13,chatbot_automated
TKT006443,CUST005028,service_interruption,closed,2025-12-12,2025-12-24,chatbot_automated
TKT006444,CUST005029,usage_concern,closed,2025-05-20,2025-05-23,human_agent
TKT006445,CUST005029,usage_concern,closed,2025-11-11,2025-11-21,chatbot_automated
TKT006446,CUST005029,usage_concern,closed,2025-09-27,2025-10-08,chatbot_automated
TKT006447,CUST005032,energy_saving_advice,closed,2025-02-08,2025-02-19,human_agent
TKT006448,CUST005032,account_management,closed,2025-11-29,2025-12-03,chatbot_automated
TKT006449,CUST005033,billing_discrepancy,open,2025-12-22,,
TKT006450,CUST005033,billing_discrepancy,closed,2025-01-05,2025-01-17,chatbot_automated
TKT006451,CUST005033,billing_discrepancy,closed,2025-10-12,2025-10-18,human_agent
TKT006452,CUST005033,billing_discrepancy,closed,2025-07-06,2025-07-16,chatbot_automated
TKT006453,CUST005034,billing_discrepancy,closed,2025-03-25,2025-04-05,human_agent
TKT006454,CUST005035,billing_discrepancy,in_progress,2025-05-17,,
TKT006455,CUST005036,billing_discrepancy,in_progress,2025-02-26,,
TKT006456,CUST005037,billing_discrepancy,closed,2025-06-01,2025-06-09,chatbot_automated
TKT006457,CUST005038,billing_discrepancy,in_progress,2025-04-20,,
TKT006458,CUST005039,billing_discrepancy,in_progress,2025-10-29,,
TKT006459,CUST005039,account_management,closed,2025-01-30,2025-02-11,human_agent
TKT006460,CUST005039,usage_concern,closed,2025-08-21,2025-08-30,chatbot_automated
TKT006461,CUST005041,billing_discrepancy,closed,2025-08-04,2025-08-05,human_agent
TKT006462,CUST005041,service_interruption,closed,2025-05-23,2025-05-31,chatbot_automated
TKT006463,CUST005043,energy_saving_advice,closed,2025-09-13,2025-09-26,human_agent
TKT006464,CUST005043,account_management,closed,2025-08-21,2025-09-02,human_agent
TKT006465,CUST005044,account_management,in_progress,2025-08-02,,
TKT006466,CUST005044,service_interruption,closed,2025-06-08,2025-06-13,chatbot_automated
TKT006467,CUST005045,usage_concern,closed,2025-07-24,2025-07-29,human_agent
TKT006468,CUST005045,billing_discrepancy,closed,2026-01-01,2026-01-03,human_agent
TKT006469,CUST005045,account_management,closed,2025-03-12,2025-03-17,human_agent
TKT006470,CUST005045,billing_discrepancy,closed,2025-08-21,2025-08-30,chatbot_automated
TKT006471,CUST005047,billing_discrepancy,in_progress,2025-11-10,,
TKT006472,CUST005047,account_management,closed,2025-08-13,2025-08-15,human_agent
TKT006473,CUST005049,usage_concern,closed,2025-10-03,2025-10-11,human_agent
TKT006474,CUST005050,usage_concern,closed,2026-01-04,2026-01-09,human_agent
TKT006475,CUST005050,billing_discrepancy,closed,2025-11-24,2025-12-03,human_agent
TKT006476,CUST005050,usage_concern,in_progress,2025-02-28,,
TKT006477,CUST005051,usage_concern,closed,2025-05-01,2025-05-05,chatbot_automated
TKT006478,CUST005051,billing_discrepancy,closed,2025-04-28,2025-05-04,human_agent
TKT006479,CUST005052,account_management,closed,2025-09-13,2025-09-24,chatbot_automated
TKT006480,CUST005052,usage_concern,closed,2025-07-06,2025-07-13,human_agent
TKT006481,CUST005052,energy_saving_advice,closed,2025-08-01,2025-08-02,human_agent
TKT006482,CUST005054,billing_discrepancy,closed,2025-07-04,2025-07-06,human_agent
TKT006483,CUST005055,energy_saving_advice,in_progress,2025-09-13,,
TKT006484,CUST005055,service_interruption,open,2025-05-27,,
TKT006485,CUST005055,technical_issue,closed,2025-03-07,2025-03-16,human_agent
TKT006486,CUST005056,billing_discrepancy,closed,2025-07-11,2025-07-18,chatbot_automated
TKT006487,CUST005059,usage_concern,closed,2025-09-18,2025-09-19,system_auto_resolved
TKT006488,CUST005060,billing_discrepancy,closed,2025-03-08,2025-03-11,human_agent
TKT006489,CUST005061,energy_saving_advice,in_progress,2025-02-11,,
TKT006490,CUST005062,billing_discrepancy,closed,2025-06-23,2025-06-29,system_auto_resolved
TKT006491,CUST005063,usage_concern,closed,2025-11-08,2025-11-20,system_auto_resolved
TKT006492,CUST005065,billing_discrepancy,closed,2025-01-09,2025-01-14,human_agent
TKT006493,CUST005066,billing_discrepancy,closed,2025-04-30,2025-05-02,human_agent
TKT006494,CUST005066,energy_saving_advice,closed,2025-07-02,2025-07-10,chatbot_automated
TKT006495,CUST005067,usage_concern,closed,2025-12-08,2025-12-14,human_agent
TKT006496,CUST005067,energy_saving_advice,closed,2025-06-27,2025-07-01,human_agent
TKT006497,CUST005068,usage_concern,open,2025-03-27,,
TKT006498,CUST005071,billing_discrepancy,closed,2025-06-27,2025-07-06,chatbot_automated
TKT006499,CUST005071,usage_concern,closed,2025-04-01,2025-04-10,human_agent
TKT006500,CUST005074,usage_concern,closed,2025-04-14,2025-04-15,human_agent
TKT006501,CUST005075,account_management,closed,2026-01-02,2026-01-06,system_auto_resolved
TKT006502,CUST005076,usage_concern,closed,2025-12-24,2025-12-26,chatbot_automated
TKT006503,CUST005077,billing_discrepancy,closed,2025-05-03,2025-05-13,system_auto_resolved
TKT006504,CUST005077,usage_concern,closed,2025-02-05,2025-02-07,human_agent
TKT006505,CUST005078,billing_discrepancy,closed,2025-12-03,2025-12-10,human_agent
TKT006506,CUST005078,account_management,closed,2025-12-09,2025-12-16,human_agent
TKT006507,CUST005078,usage_concern,closed,2025-09-07,2025-09-08,chatbot_automated
TKT006508,CUST005078,billing_discrepancy,closed,2025-08-23,2025-08-30,chatbot_automated
TKT006509,CUST005080,usage_concern,closed,2025-01-22,2025-01-25,human_agent
TKT006510,CUST005081,energy_saving_advice,closed,2025-11-25,2025-12-02,chatbot_automated
TKT006511,CUST005084,energy_saving_advice,closed,2025-09-16,2025-09-21,system_auto_resolved
TKT006512,CUST005084,account_management,closed,2025-08-17,2025-08-18,chatbot_automated
TKT006513,CUST005086,usage_concern,closed,2025-04-20,2025-04-25,human_agent
TKT006514,CUST005086,usage_concern,closed,2025-01-28,2025-02-02,system_auto_resolved
TKT006515,CUST005086,energy_saving_advice,closed,2025-02-12,2025-02-17,chatbot_automated
TKT006516,CUST005087,billing_discrepancy,open,2025-06-01,,
TKT006517,CUST005089,usage_concern,closed,2025-06-30,2025-07-13,chatbot_automated
TKT006518,CUST005090,energy_saving_advice,closed,2025-01-25,2025-02-03,human_agent
TKT006519,CUST005091,service_interruption,closed,2025-07-16,2025-07-21,chatbot_automated
TKT006520,CUST005091,billing_discrepancy,open,2025-05-20,,
TKT006521,CUST005092,technical_issue,open,2025-12-14,,
TKT006522,CUST005093,energy_saving_advice,closed,2025-09-17,2025-09-20,chatbot_automated
TKT006523,CUST005093,billing_discrepancy,closed,2025-05-11,2025-05-13,chatbot_automated
TKT006524,CUST005093,service_interruption,closed,2025-03-23,2025-03-31,human_agent
TKT006525,CUST005094,usage_concern,closed,2025-03-29,2025-04-11,chatbot_automated
TKT006526,CUST005094,energy_saving_advice,closed,2025-04-06,2025-04-15,system_auto_resolved
TKT006527,CUST005095,billing_discrepancy,closed,2025-07-26,2025-07-29,human_agent
TKT006528,CUST005096,billing_discrepancy,closed,2025-07-17,2025-07-29,human_agent
TKT006529,CUST005098,billing_discrepancy,in_progress,2025-04-17,,
TKT006530,CUST005099,energy_saving_advice,closed,2025-05-02,2025-05-15,human_agent
TKT006531,CUST005099,usage_concern,closed,2025-05-10,2025-05-15,human_agent
TKT006532,CUST005099,service_interruption,closed,2025-03-04,2025-03-05,human_agent
TKT006533,CUST005102,billing_discrepancy,closed,2025-10-11,2025-10-17,human_agent
TKT006534,CUST005102,usage_concern,closed,2025-09-05,2025-09-08,human_agent
TKT006535,CUST005103,billing_discrepancy,closed,2025-09-30,2025-10-08,chatbot_automated
TKT006536,CUST005104,usage_concern,closed,2025-11-25,2025-12-04,human_agent
TKT006537,CUST005105,billing_discrepancy,closed,2025-03-31,2025-04-08,chatbot_automated
TKT006538,CUST005105,energy_saving_advice,closed,2025-03-29,2025-04-02,human_agent
TKT006539,CUST005106,account_management,closed,2025-03-24,2025-04-01,human_agent
TKT006540,CUST005106,energy_saving_advice,closed,2025-04-06,2025-04-19,system_auto_resolved
TKT006541,CUST005108,billing_discrepancy,closed,2025-03-27,2025-04-01,human_agent
TKT006542,CUST005108,billing_discrepancy,closed,2025-07-03,2025-07-16,human_agent
TKT006543,CUST005109,energy_saving_advice,closed,2025-10-06,2025-10-10,human_agent
TKT006544,CUST005109,service_interruption,closed,2025-05-13,2025-05-21,human_agent
TKT006545,CUST005109,billing_discrepancy,closed,2025-05-18,2025-05-22,human_agent
TKT006546,CUST005112,billing_discrepancy,open,2025-06-04,,
TKT006547,CUST005112,billing_discrepancy,closed,2025-08-08,2025-08-21,chatbot_automated
TKT006548,CUST005113,service_interruption,closed,2025-04-25,2025-05-03,human_agent
TKT006549,CUST005115,billing_discrepancy,closed,2025-09-10,2025-09-11,system_auto_resolved
TKT006550,CUST005115,usage_concern,closed,2025-06-04,2025-06-09,human_agent
TKT006551,CUST005115,usage_concern,closed,2025-12-30,2025-12-31,chatbot_automated
TKT006552,CUST005116,billing_discrepancy,closed,2025-09-19,2025-09-20,human_agent
TKT006553,CUST005116,energy_saving_advice,closed,2025-06-10,2025-06-16,human_agent
TKT006554,CUST005117,billing_discrepancy,closed,2025-02-24,2025-02-25,human_agent
TKT006555,CUST005117,energy_saving_advice,closed,2025-10-16,2025-10-20,human_agent
TKT006556,CUST005118,billing_discrepancy,open,2025-10-24,,
TKT006557,CUST005119,billing_discrepancy,closed,2025-02-07,2025-02-08,human_agent
TKT006558,CUST005120,billing_discrepancy,closed,2025-05-20,2025-05-30,human_agent
TKT006559,CUST005121,billing_discrepancy,closed,2025-05-05,2025-05-17,human_agent
TKT006560,CUST005123,billing_discrepancy,open,2025-03-04,,
TKT006561,CUST005124,billing_discrepancy,open,2025-05-29,,
TKT006562,CUST005125,billing_discrepancy,closed,2025-02-14,2025-02-15,human_agent
TKT006563,CUST005125,billing_discrepancy,open,2025-07-09,,
TKT006564,CUST005126,billing_discrepancy,closed,2025-07-10,2025-07-22,human_agent
TKT006565,CUST005126,billing_discrepancy,closed,2025-11-14,2025-11-23,system_auto_resolved
TKT006566,CUST005127,billing_discrepancy,open,2025-10-27,,
TKT006567,CUST005127,usage_concern,closed,2025-01-17,2025-01-21,human_agent
TKT006568,CUST005128,billing_discrepancy,in_progress,2025-05-05,,
TKT006569,CUST005128,energy_saving_advice,closed,2025-11-03,2025-11-10,system_auto_resolved
TKT006570,CUST005132,energy_saving_advice,open,2025-07-16,,
TKT006571,CUST005133,usage_concern,closed,2025-05-15,2025-05-17,chatbot_automated
TKT006572,CUST005134,usage_concern,open,2025-11-14,,
TKT006573,CUST005136,billing_discrepancy,closed,2025-09-30,2025-10-11,human_agent
